date,start,end,duration,event_type,file,app,command,raw,description
2026-03-10,13:59:22,13:59:24,0.033,command,,Terminal,grep -i modeset /var/log/Xorg.0.log,grep -i modeset /var/log/Xorg.0.log,"grep -i modeset /var/log/Xorg.0.log, command, executed in terminal, used to ignore case distinctions in patterns and data --no-ignore-case do not ignore case distinctions (default) with the /var/log/Xorg.0.log file which is a Application log, text files, It provides a default configuration for Xorg."
2026-03-10,14:02:54,14:02:56,0.033,command,,Terminal,journalctl -b | grep Xorg,journalctl -b | grep Xorg,"journalctl -b | grep Xorg, command, executed in terminal, used to show current boot or the specified boot"
2026-03-10,14:03:41,14:03:43,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:03:45,14:03:47,0.033,command,,Terminal,"grep -iE ""EE|WW|modeset|intel|i915"" ~/.local/share/xorg/Xorg.0.log","grep -iE ""EE|WW|modeset|intel|i915"" ~/.local/share/xorg/Xorg.0.log","grep -iE ""EE|WW|modeset|intel|i915"" ~/.local/share/xorg/Xorg.0.log, command, executed in terminal, used to search for a pattern case-insensitively using extended regex in a file with the ~/.local/share/xorg/Xorg.0.log file which is a Application log, text files, It provides a default configuration for Xorg."
2026-03-10,14:05:00,14:05:02,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:06:16,14:06:18,0.033,command,,Terminal,sudo nano /etc/environment,sudo nano /etc/environment,"sudo nano /etc/environment, command, executed in terminal, used to open specific files, moving to the next file after closing the previous one targeting the special file /etc/environment which is global environment variables"
2026-03-10,14:06:35,14:06:37,0.033,command,,Terminal,ls /etc/,ls /etc/,"ls /etc/, command, executed in terminal, used to list directory contents in /etc/"
2026-03-10,14:08:20,14:08:22,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:08:28,14:08:30,0.033,command,,Terminal,sudo cat /etc/environment,sudo cat /etc/environment,"sudo cat /etc/environment, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/environment which is global environment variables"
2026-03-10,14:33:00,14:33:02,0.033,command,,Terminal,sudo nano /etc/hosts,sudo nano /etc/hosts,"sudo nano /etc/hosts, command, executed in terminal, used to open specific files, moving to the next file after closing the previous one targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,14:33:17,14:33:19,0.033,command,,Terminal,sudo nano /etc/host,sudo nano /etc/host,"sudo nano /etc/host, command, executed in terminal, used to open specific files, moving to the next file after closing the previous one in /etc/host"
2026-03-10,14:33:25,14:33:27,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:33:28,14:33:30,0.033,command,,Terminal,ls /etc/,ls /etc/,"ls /etc/, command, executed in terminal, used to list directory contents in /etc/"
2026-03-10,14:33:49,14:33:51,0.033,command,,Terminal,sudo cat /etc/hosts,sudo cat /etc/hosts,"sudo cat /etc/hosts, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,14:34:14,14:34:16,0.033,command,,Terminal,code /etc/hosts,code /etc/hosts,"code /etc/hosts, command, executed in terminal, used to start visual studio code targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,14:35:11,14:35:13,0.033,command,,Terminal,touch etc-hosts.txt,touch etc-hosts.txt,"touch etc-hosts.txt, command, executed in terminal, used to create specific files with the etc-hosts.txt file which is a Plain text document, text files, It serves as a server for etc-hosts."
2026-03-10,14:35:14,14:35:16,0.033,command,,Terminal,code etc-hosts.txt,code etc-hosts.txt,"code etc-hosts.txt, command, executed in terminal, used to start visual studio code with the etc-hosts.txt file which is a Plain text document, text files, It serves as a server for etc-hosts."
2026-03-10,14:38:16,14:38:18,0.033,command,,Terminal,sudo cat /etc/hosts,sudo cat /etc/hosts,"sudo cat /etc/hosts, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,14:38:43,14:38:45,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:38:46,14:38:48,0.033,command,,Terminal,hostname,hostname,"hostname, command, executed in terminal, used to show current host name"
2026-03-10,14:40:16,14:40:18,0.033,command,,Terminal,sudo hostnamectl set-hostname aidan-Lenovo-N50-70,sudo hostnamectl set-hostname aidan-Lenovo-N50-70,"sudo hostnamectl set-hostname aidan-Lenovo-N50-70, command, executed in terminal, used to get the hostname of the computer"
2026-03-10,14:40:18,14:40:20,0.033,command,,Terminal,hostname,hostname,"hostname, command, executed in terminal, used to show current host name"
2026-03-10,14:43:34,14:43:36,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:43:35,14:43:37,0.033,command,,Terminal,ls,ls,"ls, command, executed in terminal, used to list directory contents"
2026-03-10,14:43:41,14:43:43,0.033,command,,Terminal,bash extract_window_events.sh,bash extract_window_events.sh,"bash extract_window_events.sh, command, executed in terminal, used to start an interactive shell session with the extract_window_events.sh file which is a Shell script, It contains archived events for extracting window events., SH"
2026-03-10,14:51:54,14:51:56,0.033,command,,Terminal,cd ~,cd ~,"cd ~, command, executed in terminal, used to go to the specified directory"
2026-03-10,14:51:56,14:51:58,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:51:57,14:51:59,0.033,command,,Terminal,ls,ls,"ls, command, executed in terminal, used to list directory contents"
2026-03-10,14:58:34,14:58:36,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:58:54,14:58:56,0.033,command,,Terminal,touch extract_window_host_events.sh,touch extract_window_host_events.sh,"touch extract_window_host_events.sh, command, executed in terminal, used to create specific files with the extract_window_host_events.sh file which is a Shell script, It serves as a backup window for events., SH"
2026-03-10,14:59:02,14:59:04,0.033,command,,Terminal,code .,code .,"code ., command, executed in terminal, used to start visual studio code"
2026-03-10,14:59:49,14:59:51,0.033,command,,Terminal,chmod +x extract_window_host_events.sh,chmod +x extract_window_host_events.sh,"chmod +x extract_window_host_events.sh, command, executed in terminal, used to give the [u]ser who owns a file the right to e[x]ecute it with the extract_window_host_events.sh file which is a Shell script, It serves as a backup window for events., SH"
2026-03-10,14:59:50,14:59:52,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,14:59:51,14:59:53,0.033,command,,Terminal,ls,ls,"ls, command, executed in terminal, used to list directory contents"
2026-03-10,14:59:53,14:59:55,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,15:01:21,15:01:23,0.033,command,,Terminal,exit,exit,"exit, command, executed in terminal, used to exit with the exit status of the most recently executed command"
2026-03-10,15:01:22,15:01:24,0.033,command,,Terminal,exit,exit,"exit, command, executed in terminal, used to exit with the exit status of the most recently executed command"
2026-03-10,15:01:25,15:01:27,0.033,command,,Terminal,exit,exit,"exit, command, executed in terminal, used to exit with the exit status of the most recently executed command"
2026-03-10,15:01:50,15:01:52,0.033,command,,Terminal,exit,exit,"exit, command, executed in terminal, used to exit with the exit status of the most recently executed command"
2026-03-10,15:02:16,15:02:18,0.033,command,,Terminal,code .,code .,"code ., command, executed in terminal, used to start visual studio code"
2026-03-10,15:02:27,15:02:29,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,15:02:35,15:02:37,0.033,command,,Terminal,bash corrected_monitor_windows.sh,bash corrected_monitor_windows.sh,"bash corrected_monitor_windows.sh, command, executed in terminal, used to start an interactive shell session with the corrected_monitor_windows.sh file which is a Shell script, It serves as a corrected monitoring system window., SH"
2026-03-10,15:22:18,15:22:20,0.033,command,,Terminal,bash extract_window_host_events.sh,bash extract_window_host_events.sh,"bash extract_window_host_events.sh, command, executed in terminal, used to start an interactive shell session with the extract_window_host_events.sh file which is a Shell script, It serves as a backup window for events., SH"
2026-03-10,16:04:53,16:04:55,0.033,command,,Terminal,sudo nano /etc/hosts,sudo nano /etc/hosts,"sudo nano /etc/hosts, command, executed in terminal, used to open specific files, moving to the next file after closing the previous one targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,16:05:19,16:05:21,0.033,command,,Terminal,sudo cat /etc/hosts,sudo cat /etc/hosts,"sudo cat /etc/hosts, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,16:05:37,16:05:39,0.033,command,,Terminal,exit,exit,"exit, command, executed in terminal, used to exit with the exit status of the most recently executed command"
2026-03-10,16:09:54,16:09:56,0.033,command,,Terminal,google-chrome,google-chrome,"google-chrome, command, executed in terminal, used to launch the google chrome web browser"
2026-03-10,16:10:22,16:10:24,0.033,command,,Terminal,cat /etc/hosts,cat /etc/hosts,"cat /etc/hosts, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,16:10:27,16:10:29,0.033,command,,Terminal,hostname,hostname,"hostname, command, executed in terminal, used to show current host name"
2026-03-10,16:10:32,16:10:34,0.033,command,,Terminal,hostnamectl,hostnamectl,"hostnamectl, command, executed in terminal, used to get the hostname of the computer"
2026-03-10,16:13:47,16:13:49,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:13:51,16:13:53,0.033,command,,Terminal,pkill chrome,pkill chrome,"pkill chrome, command, executed in terminal, used to kill all running google chrome processes"
2026-03-10,16:14:02,16:14:04,0.033,command,,Terminal,pkill chromium,pkill chromium,"pkill chromium, command, executed in terminal, used to kill all running chromium browser processes"
2026-03-10,16:14:34,16:14:36,0.033,command,,Terminal,rm ~/.config/google-chrome/Singleton*,rm ~/.config/google-chrome/Singleton*,"rm ~/.config/google-chrome/Singleton*, command, executed in terminal, used to remove specific files in ~/.config/google-chrome/Singleton*"
2026-03-10,16:14:40,16:14:42,0.033,command,,Terminal,google-chrome,google-chrome,"google-chrome, command, executed in terminal, used to launch the google chrome web browser"
2026-03-10,16:19:15,16:19:17,0.033,command,,Terminal,pkill brave,pkill brave,"pkill brave, command, executed in terminal, used to kill all running brave browser processes"
2026-03-10,16:19:57,16:19:59,0.033,command,,Terminal,rm ~/.config/BraveSoftware/Brave-Browser/Singleton*,rm ~/.config/BraveSoftware/Brave-Browser/Singleton*,"rm ~/.config/BraveSoftware/Brave-Browser/Singleton*, command, executed in terminal, used to remove specific files in ~/.config/BraveSoftware/Brave-Browser/Singleton*"
2026-03-10,16:20:27,16:20:29,0.033,command,,Terminal,rm ~/.config/BraveSoftware/Brave-Browser/Default/LOCK,rm ~/.config/BraveSoftware/Brave-Browser/Default/LOCK,"rm ~/.config/BraveSoftware/Brave-Browser/Default/LOCK, command, executed in terminal, used to remove specific files in ~/.config/BraveSoftware/Brave-Browser/Default/LOCK"
2026-03-10,16:20:38,16:20:40,0.033,command,,Terminal,brave-browser,brave-browser,"brave-browser, command, executed in terminal, used to launch the brave web browser"
2026-03-10,16:22:46,16:22:48,0.033,command,,Terminal,pkill firefox,pkill firefox,"pkill firefox, command, executed in terminal, used to kill all running firefox browser processes"
2026-03-10,16:23:10,16:23:12,0.033,command,,Terminal,rm ~/.mozilla/firefox/*.default*/lock,rm ~/.mozilla/firefox/*.default*/lock,"rm ~/.mozilla/firefox/*.default*/lock, command, executed in terminal, used to remove specific files in ~/.mozilla/firefox/*.default*/lock"
2026-03-10,16:23:46,16:23:48,0.033,command,,Terminal,rm ~/.mozilla/firefox/*.default*/.parentlock,rm ~/.mozilla/firefox/*.default*/.parentlock,"rm ~/.mozilla/firefox/*.default*/.parentlock, command, executed in terminal, used to remove specific files with the ~/.mozilla/firefox/*.default*/.parentlock file which is a It is used for storing and managing parentlock data., web browser, Mozilla Firefox"
2026-03-10,16:23:52,16:23:54,0.033,command,,Terminal,firefox,firefox,"firefox, command, executed in terminal, used to launch firefox and open a web page"
2026-03-10,16:24:28,16:24:30,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:28:02,16:28:04,0.033,command,,Terminal,sudo apt install --reinstall fontconfig,sudo apt install --reinstall fontconfig,"sudo apt install --reinstall fontconfig, command, executed in terminal, used to , install packages"
2026-03-10,16:28:27,16:28:29,0.033,command,,Terminal,fc-cache -fv,fc-cache -fv,"fc-cache -fv, command, executed in terminal, used to force a rebuild of all font cache files, without checking if cache is up-to-date + generate font cache files verbosely"
2026-03-10,16:28:37,16:28:39,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:28:57,16:28:59,0.033,command,,Terminal,sudo apt update,sudo apt update,"sudo apt update, command, executed in terminal, used to update list of available packages"
2026-03-10,16:29:14,16:29:16,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:31:17,16:31:19,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:31:19,16:31:21,0.033,command,,Terminal,brave-browser,brave-browser,"brave-browser, command, executed in terminal, used to launch the brave web browser"
2026-03-10,16:31:56,16:31:58,0.033,command,,Terminal,ls -la ~/.config | grep Brave,ls -la ~/.config | grep Brave,"ls -la ~/.config | grep Brave, command, executed in terminal, used to use a long listing format + list all files, including hidden files with the ~/.config file which is a It provides a default configuration for a system."
2026-03-10,16:32:03,16:32:05,0.033,command,,Terminal,sudo chown -R $USER:$USER ~/.config/BraveSoftware,sudo chown -R $USER:$USER ~/.config/BraveSoftware,"sudo chown -R $USER:$USER ~/.config/BraveSoftware, command, executed in terminal, used to recursively change the owner of a directory and its contents in ~/.config/BraveSoftware"
2026-03-10,16:32:12,16:32:14,0.033,command,,Terminal,cat /etc/hosts,cat /etc/hosts,"cat /etc/hosts, command, executed in terminal, used to print the contents of a file to `stdout` targeting the special file /etc/hosts which is static hostname to IP mapping"
2026-03-10,16:32:17,16:32:19,0.033,command,,Terminal,hostname,hostname,"hostname, command, executed in terminal, used to show current host name"
2026-03-10,16:32:20,16:32:22,0.033,command,,Terminal,hostnamectl,hostnamectl,"hostnamectl, command, executed in terminal, used to get the hostname of the computer"
2026-03-10,16:33:53,16:33:55,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:34:01,16:34:03,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:34:03,16:34:05,0.033,command,,Terminal,sudo apt install --reinstall fontconfig fontconfig-config,sudo apt install --reinstall fontconfig fontconfig-config,"sudo apt install --reinstall fontconfig fontconfig-config, command, executed in terminal, used to , install packages"
2026-03-10,16:34:20,16:34:22,0.033,command,,Terminal,fc-cache -fv,fc-cache -fv,"fc-cache -fv, command, executed in terminal, used to force a rebuild of all font cache files, without checking if cache is up-to-date + generate font cache files verbosely"
2026-03-10,16:34:43,16:34:45,0.033,command,,Terminal,brave-browser,brave-browser,"brave-browser, command, executed in terminal, used to launch the brave web browser"
2026-03-10,16:36:04,16:36:06,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:36:06,16:36:08,0.033,command,,Terminal,mv ~/.config/BraveSoftware ~/.config/BraveSoftware_backup,mv ~/.config/BraveSoftware ~/.config/BraveSoftware_backup,"mv ~/.config/BraveSoftware ~/.config/BraveSoftware_backup, command, executed in terminal, used to rename a file or directory when the target is not an existing directory in ~/.config/BraveSoftware and in ~/.config/BraveSoftware_backup"
2026-03-10,16:36:15,16:36:17,0.033,command,,Terminal,brave-browser,brave-browser,"brave-browser, command, executed in terminal, used to launch the brave web browser"
2026-03-10,16:36:56,16:36:58,0.033,command,,Terminal,rm ~/.config/BraveSoftware/Brave-Browser/Singleton*,rm ~/.config/BraveSoftware/Brave-Browser/Singleton*,"rm ~/.config/BraveSoftware/Brave-Browser/Singleton*, command, executed in terminal, used to remove specific files in ~/.config/BraveSoftware/Brave-Browser/Singleton*"
2026-03-10,16:38:04,16:38:06,0.033,command,,Terminal,gtk-launch brave-browser,gtk-launch brave-browser,"gtk-launch brave-browser, command, executed in terminal, used to launch an application"
2026-03-10,16:38:45,16:38:47,0.033,command,,Terminal,journalctl --user -n 50,journalctl --user -n 50,"journalctl --user -n 50, command, executed in terminal, used to show the user journal for the current user + number of journal entries to show"
2026-03-10,16:40:02,16:40:04,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:40:04,16:40:06,0.033,command,,Terminal,sudo apt remove --purge brave-browser,sudo apt remove --purge brave-browser,"sudo apt remove --purge brave-browser, command, executed in terminal, used to , remove packages"
2026-03-10,16:40:14,16:40:16,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:40:27,16:40:29,0.033,command,,Terminal,sudo apt remove --purge brave-browser,sudo apt remove --purge brave-browser,"sudo apt remove --purge brave-browser, command, executed in terminal, used to , remove packages"
2026-03-10,16:40:30,16:40:32,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:40:39,16:40:41,0.033,command,,Terminal,rm -rf ~/.config/BraveSoftware,rm -rf ~/.config/BraveSoftware,"rm -rf ~/.config/BraveSoftware, command, executed in terminal, used to remove specific files and directories recursively + remove specific files ignoring nonexistent ones in ~/.config/BraveSoftware"
2026-03-10,16:40:47,16:40:49,0.033,command,,Terminal,rm -rf ~/.cache/BraveSoftware,rm -rf ~/.cache/BraveSoftware,"rm -rf ~/.cache/BraveSoftware, command, executed in terminal, used to remove specific files and directories recursively + remove specific files ignoring nonexistent ones in ~/.cache/BraveSoftware"
2026-03-10,16:40:53,16:40:55,0.033,command,,Terminal,sudo apt autoremove,sudo apt autoremove,"sudo apt autoremove, command, executed in terminal, used to automatically remove all unused packages"
2026-03-10,16:43:27,16:43:29,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:43:30,16:43:32,0.033,command,,Terminal,sudo apt autoremove,sudo apt autoremove,"sudo apt autoremove, command, executed in terminal, used to automatically remove all unused packages"
2026-03-10,16:43:33,16:43:35,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:43:36,16:43:38,0.033,command,,Terminal,sudo apt update,sudo apt update,"sudo apt update, command, executed in terminal, used to update list of available packages"
2026-03-10,16:47:41,16:47:43,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:47:45,16:47:47,0.033,command,,Terminal,sudo apt update,sudo apt update,"sudo apt update, command, executed in terminal, used to update list of available packages"
2026-03-10,16:48:56,16:48:58,0.033,command,,Terminal,sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc,sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc,"sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc, command, executed in terminal, used to download a file silently from a url and save it to a specified output file with the /usr/share/keyrings/brave-browser-archive-keyring.gpg file which is a Detached OpenPGP signature, GPG security, It contains a backup of the brave-browser archive., web browser, encryption tool and with the https://brave-browser-apt-release.s3.brave.com/brave-core.asc file which is a Plain text document, PGP signature, It serves as a warrior-core file., web browser, Software package manager"
2026-03-10,16:49:10,16:49:12,0.033,command,,Terminal,clear,clear,"clear, command, executed in terminal, used to clear the screen"
2026-03-10,16:49:11,16:49:13,0.033,command,,Terminal,sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc,sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc,"sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc, command, executed in terminal, used to download a file silently from a url and save it to a specified output file with the /usr/share/keyrings/brave-browser-archive-keyring.gpg file which is a Detached OpenPGP signature, GPG security, It contains a backup of the brave-browser archive., web browser, encryption tool and with the https://brave-browser-apt-release.s3.brave.com/brave-core.asc file which is a Plain text document, PGP signature, It serves as a warrior-core file., web browser, Software package manager"
2026-03-10,16:49:22,16:49:24,0.033,command,,Terminal,sudo nano /etc/apt/sources.list.d/brave-browser-release.list,sudo nano /etc/apt/sources.list.d/brave-browser-release.list,"sudo nano /etc/apt/sources.list.d/brave-browser-release.list, command, executed in terminal, used to open specific files, moving to the next file after closing the previous one with the /etc/apt/sources.list.d/brave-browser-release.list file which is a APT software repository list, web browser, Software package manager"
2026-03-10,16:50:45,16:50:47,0.033,command,,Terminal,curl -fsSLo brave-core.asc https://brave-browser-apt-release.s3.brave.com/brave-core.asc,curl -fsSLo brave-core.asc https://brave-browser-apt-release.s3.brave.com/brave-core.asc,"curl -fsSLo brave-core.asc https://brave-browser-apt-release.s3.brave.com/brave-core.asc, command, executed in terminal, used to download a file silently from a url and save it to a specified output file with the brave-core.asc file which is a Plain text document, PGP signature, It serves as a warrior-core file. and with the https://brave-browser-apt-release.s3.brave.com/brave-core.asc file which is a Plain text document, PGP signature, It serves as a warrior-core file., web browser, Software package manager"
2026-03-10,16:50:53,16:50:55,0.033,command,,Terminal,sudo gpg --dearmor brave-core.asc,sudo gpg --dearmor brave-core.asc,"sudo gpg --dearmor brave-core.asc, command, executed in terminal with the brave-core.asc file which is a Plain text document, PGP signature, It serves as a warrior-core file."
