2026-03-10	14:33:49	14:33:51	0.033	Commande	sudo cat /etc/hosts
2026-03-10	14:34:14	14:34:16	0.033	Commande	code /etc/hosts
2026-03-10	14:35:11	14:35:13	0.033	Commande	touch etc-hosts.txt
2026-03-10	14:35:14	14:35:16	0.033	Commande	code etc-hosts.txt
2026-03-10	14:38:16	14:38:18	0.033	Commande	sudo cat /etc/hosts
2026-03-10	14:38:43	14:38:45	0.033	Commande	clear
2026-03-10	14:38:46	14:38:48	0.033	Commande	hostname
2026-03-10	14:40:16	14:40:18	0.033	Commande	sudo hostnamectl set-hostname aidan-Lenovo-N50-70
2026-03-10	14:40:18	14:40:20	0.033	Commande	hostname
2026-03-10	14:43:34	14:43:36	0.033	Commande	clear
2026-03-10	14:43:35	14:43:37	0.033	Commande	ls
2026-03-10	14:43:41	14:43:43	0.033	Commande	bash extract_window_events.sh
2026-03-10	14:51:54	14:51:56	0.033	Commande	cd ~
2026-03-10	14:51:56	14:51:58	0.033	Commande	clear
2026-03-10	14:51:57	14:51:59	0.033	Commande	ls
2026-03-10	14:58:34	14:58:36	0.033	Commande	clear
2026-03-10	14:58:54	14:58:56	0.033	Commande	touch extract_window_host_events.sh
2026-03-10	14:59:02	14:59:04	0.033	Commande	code .
2026-03-10	14:59:49	14:59:51	0.033	Commande	chmod +x extract_window_host_events.sh
2026-03-10	14:59:50	14:59:52	0.033	Commande	clear
2026-03-10	14:59:51	14:59:53	0.033	Commande	ls
2026-03-10	14:59:53	14:59:55	0.033	Commande	clear
2026-03-10	15:01:21	15:01:23	0.033	Commande	exit
2026-03-10	15:01:22	15:01:24	0.033	Commande	exit
2026-03-10	15:01:25	15:01:27	0.033	Commande	exit
2026-03-10	15:01:50	15:01:52	0.033	Commande	exit
2026-03-10	15:02:16	15:02:18	0.033	Commande	code .
2026-03-10	15:02:27	15:02:29	0.033	Commande	clear
2026-03-10	15:02:35	15:02:37	0.033	Commande	bash corrected_monitor_windows.sh
2026-03-10	15:22:18	15:22:20	0.033	Commande	bash extract_window_host_events.sh
2026-03-10	16:04:53	16:04:55	0.033	Commande	sudo nano /etc/hosts
2026-03-10	16:05:19	16:05:21	0.033	Commande	sudo cat /etc/hosts
2026-03-10	16:05:37	16:05:39	0.033	Commande	exit
2026-03-10	16:09:54	16:09:56	0.033	Commande	google-chrome
2026-03-10	16:10:22	16:10:24	0.033	Commande	cat /etc/hosts
2026-03-10	16:10:27	16:10:29	0.033	Commande	hostname
2026-03-10	16:10:32	16:10:34	0.033	Commande	hostnamectl
2026-03-10	16:13:47	16:13:49	0.033	Commande	clear
2026-03-10	16:13:51	16:13:53	0.033	Commande	pkill chrome
2026-03-10	16:14:02	16:14:04	0.033	Commande	pkill chromium
2026-03-10	16:14:34	16:14:36	0.033	Commande	rm ~/.config/google-chrome/Singleton*
2026-03-10	16:14:40	16:14:42	0.033	Commande	google-chrome
2026-03-10	16:19:15	16:19:17	0.033	Commande	pkill brave
2026-03-10	16:19:57	16:19:59	0.033	Commande	rm ~/.config/BraveSoftware/Brave-Browser/Singleton*
2026-03-10	16:20:27	16:20:29	0.033	Commande	rm ~/.config/BraveSoftware/Brave-Browser/Default/LOCK
2026-03-10	16:20:38	16:20:40	0.033	Commande	brave-browser
2026-03-10	16:22:46	16:22:48	0.033	Commande	pkill firefox
2026-03-10	16:23:10	16:23:12	0.033	Commande	rm ~/.mozilla/firefox/*.default*/lock
2026-03-10	16:23:46	16:23:48	0.033	Commande	rm ~/.mozilla/firefox/*.default*/.parentlock
2026-03-10	16:23:52	16:23:54	0.033	Commande	firefox
2026-03-10	16:24:28	16:24:30	0.033	Commande	clear
2026-03-10	16:28:02	16:28:04	0.033	Commande	sudo apt install --reinstall fontconfig
2026-03-10	16:28:27	16:28:29	0.033	Commande	fc-cache -fv
2026-03-10	16:28:37	16:28:39	0.033	Commande	clear
2026-03-10	16:28:57	16:28:59	0.033	Commande	sudo apt update
2026-03-10	16:29:14	16:29:16	0.033	Commande	clear
2026-03-10	16:31:17	16:31:19	0.033	Commande	clear
2026-03-10	16:31:19	16:31:21	0.033	Commande	brave-browser
2026-03-10	16:31:56	16:31:58	0.033	Commande	ls -la ~/.config | grep Brave
2026-03-10	16:32:03	16:32:05	0.033	Commande	sudo chown -R $USER:$USER ~/.config/BraveSoftware
2026-03-10	16:32:12	16:32:14	0.033	Commande	cat /etc/hosts
2026-03-10	16:32:17	16:32:19	0.033	Commande	hostname
2026-03-10	16:32:20	16:32:22	0.033	Commande	hostnamectl
2026-03-10	16:33:53	16:33:55	0.033	Commande	clear
2026-03-10	16:34:01	16:34:03	0.033	Commande	clear
2026-03-10	16:34:03	16:34:05	0.033	Commande	sudo apt install --reinstall fontconfig fontconfig-config
2026-03-10	16:34:20	16:34:22	0.033	Commande	fc-cache -fv
2026-03-10	16:34:43	16:34:45	0.033	Commande	brave-browser
2026-03-10	16:36:04	16:36:06	0.033	Commande	clear
2026-03-10	16:36:06	16:36:08	0.033	Commande	mv ~/.config/BraveSoftware ~/.config/BraveSoftware_backup
2026-03-10	16:36:15	16:36:17	0.033	Commande	brave-browser
2026-03-10	16:36:56	16:36:58	0.033	Commande	rm ~/.config/BraveSoftware/Brave-Browser/Singleton*
2026-03-10	16:38:04	16:38:06	0.033	Commande	gtk-launch brave-browser
2026-03-10	16:38:45	16:38:47	0.033	Commande	journalctl --user -n 50
2026-03-10	16:40:02	16:40:04	0.033	Commande	clear
2026-03-10	16:40:04	16:40:06	0.033	Commande	sudo apt remove --purge brave-browser
2026-03-10	16:40:14	16:40:16	0.033	Commande	clear
2026-03-10	16:40:27	16:40:29	0.033	Commande	sudo apt remove --purge brave-browser
2026-03-10	16:40:30	16:40:32	0.033	Commande	clear
2026-03-10	16:40:39	16:40:41	0.033	Commande	rm -rf ~/.config/BraveSoftware
2026-03-10	16:40:47	16:40:49	0.033	Commande	rm -rf ~/.cache/BraveSoftware
2026-03-10	16:40:53	16:40:55	0.033	Commande	sudo apt autoremove
2026-03-10	16:43:27	16:43:29	0.033	Commande	clear
2026-03-10	16:43:30	16:43:32	0.033	Commande	sudo apt autoremove
2026-03-10	16:43:33	16:43:35	0.033	Commande	clear
2026-03-10	16:43:36	16:43:38	0.033	Commande	sudo apt update
2026-03-10	16:47:41	16:47:43	0.033	Commande	clear
2026-03-10	16:47:45	16:47:47	0.033	Commande	sudo apt update
2026-03-10	16:48:56	16:48:58	0.033	Commande	sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc
2026-03-10	16:49:10	16:49:12	0.033	Commande	clear
2026-03-10	16:49:11	16:49:13	0.033	Commande	sudo curl -fsSLo /usr/share/keyrings/brave-browser-archive-keyring.gpg https://brave-browser-apt-release.s3.brave.com/brave-core.asc
2026-03-10	16:49:22	16:49:24	0.033	Commande	sudo nano /etc/apt/sources.list.d/brave-browser-release.list
2026-03-10	16:50:45	16:50:47	0.033	Commande	curl -fsSLo brave-core.asc https://brave-browser-apt-release.s3.brave.com/brave-core.asc
2026-03-10	16:50:53	16:50:55	0.033	Commande	sudo gpg --dearmor brave-core.asc
2026-03-10	16:51:05	16:51:07	0.033	Commande	sudo mv brave-core.asc.gpg /usr/share/keyrings/brave-browser-archive-keyring.gpg
2026-03-10	16:51:13	16:51:15	0.033	Commande	sudo apt update
2026-03-10	16:51:31	16:51:33	0.033	Commande	exit
2026-03-10	16:51:33	16:51:35	0.033	Commande	exit
2026-03-10	17:28:42	17:28:44	0.033	Commande	git status
2026-03-10	17:28:45	17:28:47	0.033	Commande	git add .
2026-03-10	17:28:50	17:28:52	0.033	Commande	git status
2026-03-10	17:29:16	17:29:18	0.033	Commande	git commit -m "restructure Collect File Scripts"
2026-03-10	17:29:18	17:29:20	0.033	Commande	clear
2026-03-10	17:29:21	17:29:23	0.033	Commande	git status
2026-03-10	17:29:25	17:29:27	0.033	Commande	clear
2026-03-10	17:29:35	17:29:37	0.033	Commande	git branch
2026-03-10	17:29:45	17:29:47	0.033	Commande	git push -u origin master
2026-03-10	17:31:14	17:31:16	0.033	Commande	git pull origin master
2026-03-10	17:31:44	17:31:46	0.033	Commande	clea
2026-03-10	17:31:46	17:31:48	0.033	Commande	clear
2026-03-10	17:31:48	17:31:50	0.033	Commande	git pull --no-rebase origin master
2026-03-10	17:32:05	17:32:07	0.033	Commande	git push -u origin master
2026-03-10	17:32:24	17:32:26	0.033	Commande	clear
2026-03-10	18:36:26	18:36:28	0.033	Commande	git status
2026-03-10	18:36:29	18:36:31	0.033	Commande	git add .
2026-03-10	18:36:32	18:36:34	0.033	Commande	git status
2026-03-10	18:36:45	18:36:47	0.033	Commande	git commit -m "Fix command describer"
2026-03-10	18:36:48	18:36:50	0.033	Commande	clear
2026-03-10	18:36:56	18:36:58	0.033	Commande	git pull origin master
2026-03-10	18:37:02	18:37:04	0.033	Commande	git push -u origin master
2026-03-10	18:43:27	18:43:29	0.033	Commande	git pull origin master
2026-03-10	18:43:32	18:43:34	0.033	Commande	git status
2026-03-10	18:43:34	18:43:36	0.033	Commande	git add .
2026-03-10	18:43:37	18:43:39	0.033	Commande	git status
2026-03-10	18:43:48	18:43:50	0.033	Commande	git commit -m "restructure collect file"
2026-03-10	18:43:50	18:43:52	0.033	Commande	clear
2026-03-10	18:43:52	18:43:54	0.033	Commande	git status
2026-03-10	18:44:00	18:44:02	0.033	Commande	git pull origin master
2026-03-10	18:44:10	18:44:12	0.033	Commande	git push -u origin master
2026-03-10	18:52:09	18:52:11	0.033	Commande	git clone https://github.com/AidanAcartis/FileDescGen
2026-03-10	18:52:15	18:52:17	0.033	Commande	clear
2026-03-10	18:52:19	18:52:21	0.033	Commande	cd FileDescGen/
2026-03-10	18:52:20	18:52:22	0.033	Commande	clear
2026-03-10	18:52:21	18:52:23	0.033	Commande	ls
2026-03-10	18:52:55	18:52:57	0.033	Commande	code READme.md
2026-03-10	18:56:24	18:56:26	0.033	Commande	git starus
2026-03-10	18:56:28	18:56:30	0.033	Commande	git status
2026-03-10	18:56:30	18:56:32	0.033	Commande	clear
2026-03-10	18:56:33	18:56:35	0.033	Commande	git add .
2026-03-10	18:56:35	18:56:37	0.033	Commande	git status
2026-03-10	18:56:41	18:56:43	0.033	Commande	git commit -m "Fix"
2026-03-10	18:56:42	18:56:44	0.033	Commande	clear
2026-03-10	18:56:44	18:56:46	0.033	Commande	git status
2026-03-10	18:57:02	18:57:04	0.033	Commande	git branch
2026-03-10	18:57:07	18:57:09	0.033	Commande	git pull origin main
2026-03-10	18:57:16	18:57:18	0.033	Commande	git push -u origin master
2026-03-10	18:57:23	18:57:25	0.033	Commande	git push -u origin main
2026-03-10	19:17:31	19:17:33	0.033	Commande	clear
2026-03-10	19:17:33	19:17:35	0.033	Commande	git add .
2026-03-10	19:17:48	19:17:50	0.033	Commande	git commit -m "restructure Global Task Description"
2026-03-10	19:17:49	19:17:51	0.033	Commande	clear
2026-03-10	19:17:51	19:17:53	0.033	Commande	git status
2026-03-10	19:17:54	19:17:56	0.033	Commande	git pull origin master
2026-03-10	19:17:59	19:18:01	0.033	Commande	git push -u origin master
2026-03-10	22:23:02	22:23:04	0.033	Commande	exit
2026-03-10	22:23:06	22:23:08	0.033	Commande	exit
